# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"159_BfcXH1H7","[""VID_20231118_123701.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"159_U3qEDTM4","[""VID_20231118_123701.mp4""]",0.48,2.02,"{""TEMPORAL-SEGMENTS"":""4""}"
"160_x3tRg3iW","[""VID_20231118_124411.mp4""]",0,0.36,"{""TEMPORAL-SEGMENTS"":""1""}"
"160_ZdNHXN9y","[""VID_20231118_124411.mp4""]",0.36,2.36,"{""TEMPORAL-SEGMENTS"":""4""}"
"161_fq8CiAQV","[""VID_20231118_124417.mp4""]",0,0.98,"{""TEMPORAL-SEGMENTS"":""1""}"
"161_cjXyL5cu","[""VID_20231118_124417.mp4""]",0.98,2.56,"{""TEMPORAL-SEGMENTS"":""4""}"
"162_q9OF8yY5","[""VID_20231118_124422.mp4""]",0,0.64,"{""TEMPORAL-SEGMENTS"":""1""}"
"162_wNtWZzOE","[""VID_20231118_124422.mp4""]",0.64,2.9,"{""TEMPORAL-SEGMENTS"":""4""}"
"163_41zVbe4x","[""VID_20231118_124427.mp4""]",0,0.72559,"{""TEMPORAL-SEGMENTS"":""1""}"
"163_WMoGSQ9K","[""VID_20231118_124427.mp4""]",0.81476,2.666,"{""TEMPORAL-SEGMENTS"":""4""}"
"164_Gz9CTfWl","[""VID_20231118_124433.mp4""]",0,0.65142,"{""TEMPORAL-SEGMENTS"":""1""}"
"164_S0UCzrOX","[""VID_20231118_124433.mp4""]",0.651,2.791,"{""TEMPORAL-SEGMENTS"":""4""}"
"165_oXOLgP6e","[""VID_20231118_124438.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"165_XS3Hytce","[""VID_20231118_124438.mp4""]",0.42,2.16,"{""TEMPORAL-SEGMENTS"":""4""}"
"165_F6x0XuKl","[""VID_20231118_124438.mp4""]",2.16,2.496,"{""TEMPORAL-SEGMENTS"":""1""}"
"166_Bb5Gn9hj","[""VID_20231118_124442.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"166_s1TZ0Mdf","[""VID_20231118_124442.mp4""]",0.44,1.96,"{""TEMPORAL-SEGMENTS"":""4""}"
"167_9ZnZeg08","[""VID_20231118_124447.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""1""}"
"167_syDq4zEh","[""VID_20231118_124447.mp4""]",0.58,1.92,"{""TEMPORAL-SEGMENTS"":""4""}"
"168_YZtXUgYu","[""VID_20231118_124452.mp4""]",0.00559,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"168_0RdyWk2i","[""VID_20231118_124452.mp4""]",0.42,2,"{""TEMPORAL-SEGMENTS"":""4""}"
"169_JJH9B9QX","[""VID_20231118_124928.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"169_qH8oJFbR","[""VID_20231118_124928.mp4""]",0.2,1.9,"{""TEMPORAL-SEGMENTS"":""4""}"
"169_uDG410qw","[""VID_20231118_124928.mp4""]",1.9,2.843,"{""TEMPORAL-SEGMENTS"":""1""}"
"170_zIR1TUxb","[""VID_20231118_124934.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"170_TXPROeSV","[""VID_20231118_124934.mp4""]",0.32,1.84,"{""TEMPORAL-SEGMENTS"":""4""}"
"170_RXLoXN9j","[""VID_20231118_124934.mp4""]",1.84,2.263,"{""TEMPORAL-SEGMENTS"":""1""}"
"171_rWrI6C0W","[""VID_20231118_124939.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"171_h16vjLPw","[""VID_20231118_124939.mp4""]",0.4,1.7,"{""TEMPORAL-SEGMENTS"":""4""}"
"171_CN88a2F9","[""VID_20231118_124939.mp4""]",1.7,2.096,"{""TEMPORAL-SEGMENTS"":""1""}"
"172_Pzd2Pcq9","[""VID_20231118_124944.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"172_D1b4AnKB","[""VID_20231118_124944.mp4""]",0.38,1.64,"{""TEMPORAL-SEGMENTS"":""4""}"
"172_yrjxrymk","[""VID_20231118_124944.mp4""]",1.64,2.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"173_2DHGMzA8","[""VID_20231118_124949.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"173_N4cmXIlW","[""VID_20231118_124949.mp4""]",0.4,1.92,"{""TEMPORAL-SEGMENTS"":""4""}"
"173_tu7RR3pd","[""VID_20231118_124949.mp4""]",1.92,2.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"174_1OngbGQL","[""VID_20231118_124954.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"174_4vCwlKxL","[""VID_20231118_124954.mp4""]",0.52,1.86,"{""TEMPORAL-SEGMENTS"":""4""}"
"174_QDzwyS8L","[""VID_20231118_124954.mp4""]",1.86,2.277,"{""TEMPORAL-SEGMENTS"":""1""}"
"175_HV7GMjmA","[""VID_20231118_124959.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"175_HO3BJXHJ","[""VID_20231118_124959.mp4""]",0.46,1.94,"{""TEMPORAL-SEGMENTS"":""4""}"
"175_zdoaAj4X","[""VID_20231118_124959.mp4""]",1.94,2.368,"{""TEMPORAL-SEGMENTS"":""1""}"
"176_IBAV6l6p","[""VID_20231118_125004.mp4""]",0,0.52,"{""TEMPORAL-SEGMENTS"":""1""}"
"176_5WQYcMWb","[""VID_20231118_125004.mp4""]",0.52,1.84,"{""TEMPORAL-SEGMENTS"":""4""}"
"176_ltbsr0WL","[""VID_20231118_125004.mp4""]",1.84,2.501,"{""TEMPORAL-SEGMENTS"":""1""}"
"177_JfToonXY","[""VID_20231118_125009.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""1""}"
"177_cOM3diWR","[""VID_20231118_125009.mp4""]",0.56,2.18,"{""TEMPORAL-SEGMENTS"":""4""}"
"177_uX1d8O2c","[""VID_20231118_125009.mp4""]",2.18,2.669,"{""TEMPORAL-SEGMENTS"":""1""}"
"178_9nMHcOX0","[""VID_20231118_125015.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"178_vuO302dU","[""VID_20231118_125015.mp4""]",0.54,1.88,"{""TEMPORAL-SEGMENTS"":""4""}"
"178_ydxPS7VE","[""VID_20231118_125015.mp4""]",1.88,2.069,"{""TEMPORAL-SEGMENTS"":""1""}"
"179_jdOgJ3W3","[""VID_20231130_205201.mp4""]",0,0.98,"{""TEMPORAL-SEGMENTS"":""4""}"
"180_z2gwsAFT","[""VID_20231130_205208.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"180_q6OQkpQD","[""VID_20231130_205208.mp4""]",0.44,2.1,"{""TEMPORAL-SEGMENTS"":""4""}"
"181_o5AqeVtX","[""VID_20231130_205215.mp4""]",0,0.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"181_FVoTj3Xs","[""VID_20231130_205215.mp4""]",0.72,1.94,"{""TEMPORAL-SEGMENTS"":""4""}"
"181_nFlVqMmK","[""VID_20231130_205215.mp4""]",1.94,2.603,"{""TEMPORAL-SEGMENTS"":""1""}"
"182_DjfCZFXP","[""VID_20231130_205225.mp4""]",0,0.74,"{""TEMPORAL-SEGMENTS"":""1""}"
"182_VB0jyPUM","[""VID_20231130_205225.mp4""]",0.74,2.14,"{""TEMPORAL-SEGMENTS"":""4""}"
"183_XG4Hy8OG","[""VID_20231130_205233.mp4""]",0,0.6,"{""TEMPORAL-SEGMENTS"":""1""}"
"183_fxraGK9I","[""VID_20231130_205233.mp4""]",0.6,2.18,"{""TEMPORAL-SEGMENTS"":""4""}"
"183_0UV32Usk","[""VID_20231130_205233.mp4""]",2.18,2.53,"{""TEMPORAL-SEGMENTS"":""1""}"
"184_zmVyioIZ","[""VID_20231130_205239.mp4""]",0,0.68,"{""TEMPORAL-SEGMENTS"":""1""}"
"184_sAHlX18W","[""VID_20231130_205239.mp4""]",0.68,1.9,"{""TEMPORAL-SEGMENTS"":""4""}"
"184_fNKrP9uE","[""VID_20231130_205239.mp4""]",1.9,2.201,"{""TEMPORAL-SEGMENTS"":""1""}"
"185_itLrtv98","[""VID_20231130_205246.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"185_hKuD7u7c","[""VID_20231130_205246.mp4""]",0.34,2.26,"{""TEMPORAL-SEGMENTS"":""4""}"
"186_Ny1sS86E","[""VID_20231130_205253.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"186_C7nDTfx2","[""VID_20231130_205253.mp4""]",0.54,2.02,"{""TEMPORAL-SEGMENTS"":""4""}"
"186_s1kk8kXL","[""VID_20231130_205253.mp4""]",2.02,2.517,"{""TEMPORAL-SEGMENTS"":""1""}"
"187_jyhX5Y0W","[""VID_20231130_205914.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"187_4ZB5uCAv","[""VID_20231130_205914.mp4""]",0.38,2.06,"{""TEMPORAL-SEGMENTS"":""4""}"
"188_hBNhqQ3V","[""VID_20231130_205919.mp4""]",0,0.2,"{""TEMPORAL-SEGMENTS"":""1""}"
"188_hiBry6Br","[""VID_20231130_205919.mp4""]",0.2,1.98,"{""TEMPORAL-SEGMENTS"":""4""}"
"189_XC9oWOXl","[""VID_20231130_205934.mp4""]",0,0.43892,"{""TEMPORAL-SEGMENTS"":""1""}"
"189_1wHHXb1p","[""VID_20231130_205934.mp4""]",0.439,2.079,"{""TEMPORAL-SEGMENTS"":""2""}"
"189_4oS2MzWS","[""VID_20231130_205934.mp4""]",2.079,2.413,"{""TEMPORAL-SEGMENTS"":""1""}"
"190_4ODcOS0n","[""VID_20231130_205939.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"190_a3D0g15Y","[""VID_20231130_205939.mp4""]",0.38,2.1,"{""TEMPORAL-SEGMENTS"":""4""}"
"191_HN1PjBxw","[""VID_20231130_205944.mp4""]",0,0.56,"{""TEMPORAL-SEGMENTS"":""1""}"
"191_Y08XISTs","[""VID_20231130_205944.mp4""]",0.56,2.38,"{""TEMPORAL-SEGMENTS"":""4""}"
"192_bitGGew1","[""VID_20231130_205949.mp4""]",0.2,1.78,"{""TEMPORAL-SEGMENTS"":""4""}"
"192_t4IA4I7G","[""VID_20231130_205949.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"193_CdZ5oZij","[""VID_20231130_205954.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"193_GZvSXcXC","[""VID_20231130_205954.mp4""]",0.22,2.08,"{""TEMPORAL-SEGMENTS"":""4""}"
"193_lTsjXXgI","[""VID_20231130_205954.mp4""]",2.08,2.494,"{""TEMPORAL-SEGMENTS"":""1""}"
"194_z48mohMb","[""VID_20231130_205959.mp4""]",0,0.14,"{""TEMPORAL-SEGMENTS"":""1""}"
"194_YJV88w5K","[""VID_20231130_205959.mp4""]",0.14,2.02,"{""TEMPORAL-SEGMENTS"":""4""}"
"194_SCa2S59e","[""VID_20231130_205959.mp4""]",2.02,2.338,"{""TEMPORAL-SEGMENTS"":""1""}"
"195_24NXLXi8","[""VID_20231130_210004.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"195_UxuBly71","[""VID_20231130_210004.mp4""]",0.28,2.1,"{""TEMPORAL-SEGMENTS"":""4""}"
"195_VymtMqFC","[""VID_20231130_210004.mp4""]",2.1,2.398,"{""TEMPORAL-SEGMENTS"":""1""}"
"196_XgxVvA3L","[""VID_20231205_203525.mp4""]",0,0.78,"{""TEMPORAL-SEGMENTS"":""1""}"
"196_tebXyImA","[""VID_20231205_203525.mp4""]",0.78,2.7,"{""TEMPORAL-SEGMENTS"":""4""}"
"197_kSpePKKa","[""VID_20231205_203533.mp4""]",0,1,"{""TEMPORAL-SEGMENTS"":""1""}"
"197_orMXj373","[""VID_20231205_203533.mp4""]",1,3.1,"{""TEMPORAL-SEGMENTS"":""4""}"
"197_79suHDFq","[""VID_20231205_203533.mp4""]",3.1,3.247,"{""TEMPORAL-SEGMENTS"":""1""}"
"198_4ys5VDxd","[""VID_20231205_203540.mp4""]",0,1,"{""TEMPORAL-SEGMENTS"":""1""}"
"198_hxhrUKW3","[""VID_20231205_203540.mp4""]",1,3.06,"{""TEMPORAL-SEGMENTS"":""4""}"
"199_qCxL7bJn","[""VID_20231205_203547.mp4""]",0,0.96,"{""TEMPORAL-SEGMENTS"":""1""}"
"199_Xmvnd3dE","[""VID_20231205_203547.mp4""]",0.96,3.36,"{""TEMPORAL-SEGMENTS"":""4""}"
"200_s2WvfYPQ","[""VID_20231205_203554.mp4""]",0,0.88,"{""TEMPORAL-SEGMENTS"":""1""}"
"200_rcPo2uhH","[""VID_20231205_203554.mp4""]",0.88,3.06,"{""TEMPORAL-SEGMENTS"":""4""}"
"201_AvUZr2xv","[""VID_20231205_203601.mp4""]",0,0.75976,"{""TEMPORAL-SEGMENTS"":""1""}"
"201_j5HVFfif","[""VID_20231205_203601.mp4""]",0.76,3,"{""TEMPORAL-SEGMENTS"":""4""}"
"201_xjCUHJxE","[""VID_20231205_203601.mp4""]",3,3.163,"{""TEMPORAL-SEGMENTS"":""1""}"
"202_kLJXRq4F","[""VID_20231205_203607.mp4""]",0,0.38,"{""TEMPORAL-SEGMENTS"":""1""}"
"202_6pSYbwMO","[""VID_20231205_203607.mp4""]",0.38,2.62,"{""TEMPORAL-SEGMENTS"":""4""}"
"203_QJwFPd9a","[""VID_20231205_203614.mp4""]",0,0.66,"{""TEMPORAL-SEGMENTS"":""1""}"
"203_cH83AeOi","[""VID_20231205_203614.mp4""]",0.66,2.84,"{""TEMPORAL-SEGMENTS"":""4""}"
"203_Xj4BdK9I","[""VID_20231205_203614.mp4""]",2.84,3.203,"{""TEMPORAL-SEGMENTS"":""1""}"
"204_bYgeYXlZ","[""VID_20231205_203621.mp4""]",0,0.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"204_CTle8dJt","[""VID_20231205_203621.mp4""]",0.72,3.1,"{""TEMPORAL-SEGMENTS"":""4""}"
"205_mXi3rMnS","[""VID_20231206_193307.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"205_tnNcpPXm","[""VID_20231206_193307.mp4""]",0.32,2.44,"{""TEMPORAL-SEGMENTS"":""4""}"
"206_hwigntwl","[""VID_20231206_193317.mp4""]",0,0.4,"{""TEMPORAL-SEGMENTS"":""1""}"
"206_qYCY1PNG","[""VID_20231206_193317.mp4""]",0.4,1.96,"{""TEMPORAL-SEGMENTS"":""4""}"
"206_GXDf8hfP","[""VID_20231206_193317.mp4""]",1.96,2.133,"{""TEMPORAL-SEGMENTS"":""1""}"
"207_ZXq5wCmD","[""VID_20231206_193323.mp4""]",0,0.96,"{""TEMPORAL-SEGMENTS"":""1""}"
"207_1mSN3YG8","[""VID_20231206_193323.mp4""]",0.96,2.14,"{""TEMPORAL-SEGMENTS"":""4""}"
"208_ErgIsv50","[""VID_20231206_193329.mp4""]",0,0.66,"{""TEMPORAL-SEGMENTS"":""1""}"
"208_s3QfNnha","[""VID_20231206_193329.mp4""]",0.66,2.24,"{""TEMPORAL-SEGMENTS"":""4""}"
"208_HHp3E9WX","[""VID_20231206_193329.mp4""]",2.24,2.712,"{""TEMPORAL-SEGMENTS"":""1""}"
"209_5WbEdAU3","[""VID_20231206_193335.mp4""]",0,0.62,"{""TEMPORAL-SEGMENTS"":""1""}"
"209_SQTg4E14","[""VID_20231206_193335.mp4""]",0.62,2.18,"{""TEMPORAL-SEGMENTS"":""4""}"
"210_kSXpxoXX","[""VID_20231206_193341.mp4""]",0,0.47809,"{""TEMPORAL-SEGMENTS"":""1""}"
"211_XWonrQ2F","[""VID_20231206_193346.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"211_Xb4tPPjO","[""VID_20231206_193346.mp4""]",0.24,1.42,"{""TEMPORAL-SEGMENTS"":""4""}"
"211_sEgXS91R","[""VID_20231206_193346.mp4""]",1.42,1.707,"{""TEMPORAL-SEGMENTS"":""1""}"
"212_0XWSN47t","[""VID_20231206_193351.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"212_ZXPPrMx7","[""VID_20231206_193351.mp4""]",0.24,1.5,"{""TEMPORAL-SEGMENTS"":""4""}"
"212_gMKibQ9d","[""VID_20231206_193351.mp4""]",1.5,1.719,"{""TEMPORAL-SEGMENTS"":""1""}"
"213_cXVzqTNf","[""VID_20231206_193414.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"213_o5cba04J","[""VID_20231206_193414.mp4""]",0.42,1.46,"{""TEMPORAL-SEGMENTS"":""4""}"
"213_5MDC0L8l","[""VID_20231206_193414.mp4""]",1.46,1.842,"{""TEMPORAL-SEGMENTS"":""1""}"
"214_4fuxN0q2","[""VID_20231206_193427.mp4""]",0,0.81142,"{""TEMPORAL-SEGMENTS"":""1""}"
"214_M6VOgEEE","[""VID_20231206_193427.mp4""]",0.811,1.851,"{""TEMPORAL-SEGMENTS"":""4""}"
"214_sgTfKk8k","[""VID_20231206_193427.mp4""]",1.851,2.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"215_6QsNoCNb","[""VID_20231206_193433.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"215_gEWJTZJw","[""VID_20231206_193433.mp4""]",0.46,1.5,"{""TEMPORAL-SEGMENTS"":""4""}"
"215_IhuKm7Yy","[""VID_20231206_193433.mp4""]",1.5,1.848,"{""TEMPORAL-SEGMENTS"":""1""}"
"216_gsasDbXu","[""VID_20231206_193438.mp4""]",0,0.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"216_POuKkrDq","[""VID_20231206_193438.mp4""]",0.54,1.52,"{""TEMPORAL-SEGMENTS"":""4""}"
"216_tOAEpal3","[""VID_20231206_193438.mp4""]",1.52,1.792,"{""TEMPORAL-SEGMENTS"":""1""}"
"217_Xh5BVwYI","[""VID_20231206_193445.mp4""]",0,0.58,"{""TEMPORAL-SEGMENTS"":""1""}"
"217_eHBfj7lK","[""VID_20231206_193445.mp4""]",0.58,1.9,"{""TEMPORAL-SEGMENTS"":""4""}"
"217_w0Ya1giU","[""VID_20231206_193445.mp4""]",1.9,2.112,"{""TEMPORAL-SEGMENTS"":""1""}"
"218_1WW0Ukdf","[""VID_20231206_193451.mp4""]",0,0.35642,"{""TEMPORAL-SEGMENTS"":""1""}"
"218_cku9Jub0","[""VID_20231206_193451.mp4""]",0.356,1.316,"{""TEMPORAL-SEGMENTS"":""4""}"
"218_YR0EEXE0","[""VID_20231206_193451.mp4""]",1.316,1.957,"{""TEMPORAL-SEGMENTS"":""1""}"
"219_iE4r5Dvy","[""VID_20231206_194050.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"219_qQYPOIju","[""VID_20231206_194050.mp4""]",0.44,1.46,"{""TEMPORAL-SEGMENTS"":""7""}"
"220_tUrfRbOg","[""VID_20231206_194554.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"220_iX45h20R","[""VID_20231206_194554.mp4""]",0.26,1.72,"{""TEMPORAL-SEGMENTS"":""4""}"
"221_Ubpfhx8i","[""VID_20231206_194600.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
"221_RTdZHBMm","[""VID_20231206_194600.mp4""]",0.28,1.32,"{""TEMPORAL-SEGMENTS"":""4""}"
"222_11GMJWwg","[""VID_20231206_194606.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"222_fJOPCXl2","[""VID_20231206_194606.mp4""]",0.34,1.72,"{""TEMPORAL-SEGMENTS"":""4""}"
"223_X30RSABC","[""VID_20231206_194609.mp4""]",0,0.72,"{""TEMPORAL-SEGMENTS"":""1""}"
"223_7v73H7b8","[""VID_20231206_194609.mp4""]",0.72,1.94,"{""TEMPORAL-SEGMENTS"":""4""}"
"224_5XStvVEg","[""VID_20231206_194614.mp4""]",0,0.46,"{""TEMPORAL-SEGMENTS"":""1""}"
"224_WKGV8ela","[""VID_20231206_194614.mp4""]",0.46,1.426,"{""TEMPORAL-SEGMENTS"":""4""}"
"225_QIZhjaPZ","[""VID_20231206_194618.mp4""]",0,0.52892,"{""TEMPORAL-SEGMENTS"":""1""}"
"225_0z57bYV5","[""VID_20231206_194618.mp4""]",0.529,1.749,"{""TEMPORAL-SEGMENTS"":""4""}"
"226_6QFTTeYX","[""VID_20231206_194622.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""1""}"
"226_jPTI6Fru","[""VID_20231206_194622.mp4""]",0.44,1.82,"{""TEMPORAL-SEGMENTS"":""4""}"
"227_XzbGUsL1","[""VID_20231206_194626.mp4""]",0,0.64,"{""TEMPORAL-SEGMENTS"":""1""}"
"227_uWnYBbGw","[""VID_20231206_194626.mp4""]",0.64,1.76,"{""TEMPORAL-SEGMENTS"":""4""}"
"237_xJJX5UH1","[""VID_20231111_110853.mp4""]",0,0.96,"{""TEMPORAL-SEGMENTS"":""6""}"
"238_4xCiamWH","[""VID_20231111_110857.mp4""]",0.001,0.677,"{""TEMPORAL-SEGMENTS"":""6""}"
"239_QaNNp7ak","[""VID_20231111_110905.mp4""]",0,1.2,"{""TEMPORAL-SEGMENTS"":""6""}"
"239_LUqzKXjZ","[""VID_20231111_110905.mp4""]",1.2,2.107,"{""TEMPORAL-SEGMENTS"":""1""}"
"240_VVouF9X3","[""VID_20231111_110911.mp4""]",0,0.963,"{""TEMPORAL-SEGMENTS"":""6""}"
"241_DOskZ7Nq","[""VID_20231111_110916.mp4""]",0,0.891,"{""TEMPORAL-SEGMENTS"":""6""}"
"243_QMrYTCey","[""VID_20231111_110924.mp4""]",0,1.2,"{""TEMPORAL-SEGMENTS"":""6""}"
"244_PvjgfPvf","[""VID_20231111_110929.mp4""]",0,1.02,"{""TEMPORAL-SEGMENTS"":""6""}"
"245_itXOgqaf","[""VID_20231111_111406.mp4""]",0,0.881,"{""TEMPORAL-SEGMENTS"":""6""}"
"246_jaW82it1","[""VID_20231111_111411.mp4""]",0,1.22,"{""TEMPORAL-SEGMENTS"":""6""}"
"248_W9C1ljmT","[""VID_20231111_111420.mp4""]",0,1.22,"{""TEMPORAL-SEGMENTS"":""6""}"
"249_q64Vc64h","[""VID_20231111_111427.mp4""]",0,1.82,"{""TEMPORAL-SEGMENTS"":""6""}"
"249_qwfbpPyI","[""VID_20231111_111427.mp4""]",1.82,2.517,"{""TEMPORAL-SEGMENTS"":""1""}"
"250_bd5omt7y","[""VID_20231111_111439.mp4""]",0,0.88,"{""TEMPORAL-SEGMENTS"":""6""}"
"250_rrSOwi3M","[""VID_20231111_111439.mp4""]",0.88,1.301,"{""TEMPORAL-SEGMENTS"":""1""}"
"252_JR4FlUfU","[""VID_20231111_111449.mp4""]",0,0.94,"{""TEMPORAL-SEGMENTS"":""6""}"
"252_2mO4XH3j","[""VID_20231111_111449.mp4""]",0.94,1.54,"{""TEMPORAL-SEGMENTS"":""1""}"
"252_UQVpB0eb","[""VID_20231111_111449.mp4""]",1.54,1.941,"{""TEMPORAL-SEGMENTS"":""8""}"
"254_hZRgWwSZ","[""VID_20231118_124028.mp4""]",0,0.42,"{""TEMPORAL-SEGMENTS"":""1""}"
"254_A9T6sdCX","[""VID_20231118_124028.mp4""]",0.42,1.46,"{""TEMPORAL-SEGMENTS"":""6""}"
"255_LmWPhQNX","[""VID_20231118_124032.mp4""]",0,0.56,"{""TEMPORAL-SEGMENTS"":""1""}"
"255_3Fh9YXjr","[""VID_20231118_124032.mp4""]",0.56,1.6,"{""TEMPORAL-SEGMENTS"":""6""}"
"256_XH2fjlxh","[""VID_20231118_124036.mp4""]",0,0.32,"{""TEMPORAL-SEGMENTS"":""1""}"
"256_qWKeaWql","[""VID_20231118_124036.mp4""]",0.32,1.239,"{""TEMPORAL-SEGMENTS"":""6""}"
"257_Amr6JbyS","[""VID_20231118_124047.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"257_rWqKPQ5t","[""VID_20231118_124047.mp4""]",0.34,1.64,"{""TEMPORAL-SEGMENTS"":""6""}"
"258_SWXRHBp9","[""VID_20231118_124056.mp4""]",0,0.22,"{""TEMPORAL-SEGMENTS"":""1""}"
"258_AN3bOHJY","[""VID_20231118_124056.mp4""]",0.22,1.38,"{""TEMPORAL-SEGMENTS"":""6""}"
"259_oXBfIekF","[""VID_20231118_124059.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"259_nqSeVM9L","[""VID_20231118_124059.mp4""]",0.24,2.1,"{""TEMPORAL-SEGMENTS"":""6""}"
"260_mZfdWlPg","[""VID_20231118_124105.mp4""]",0,1.08,"{""TEMPORAL-SEGMENTS"":""6""}"
"261_dWCSdBtz","[""VID_20231118_124314.mp4""]",0,0.26,"{""TEMPORAL-SEGMENTS"":""1""}"
"261_OPdGXNJZ","[""VID_20231118_124314.mp4""]",0.35642,0.72,"{""TEMPORAL-SEGMENTS"":""8""}"
"261_iejNsJD4","[""VID_20231118_124314.mp4""]",0.72,2.56,"{""TEMPORAL-SEGMENTS"":""3""}"
"261_BToEfP8G","[""VID_20231118_124314.mp4""]",2.56,3,"{""TEMPORAL-SEGMENTS"":""1""}"
"262_ZkbNnN2A","[""VID_20231118_124321.mp4""]",0,0.42142,"{""TEMPORAL-SEGMENTS"":""1""}"
"262_vy3UVu7F","[""VID_20231118_124321.mp4""]",0.421,1.061,"{""TEMPORAL-SEGMENTS"":""8""}"
"262_JXYbXik4","[""VID_20231118_124321.mp4""]",1.061,2.781,"{""TEMPORAL-SEGMENTS"":""3""}"
"263_uX8bEYJX","[""VID_20231118_124345.mp4""]",0,0.44,"{""TEMPORAL-SEGMENTS"":""8""}"
"263_1bnf2qhR","[""VID_20231118_124345.mp4""]",0.44,2.14,"{""TEMPORAL-SEGMENTS"":""3""}"
"263_NqMGQkjb","[""VID_20231118_124345.mp4""]",2.14,2.368,"{""TEMPORAL-SEGMENTS"":""1""}"
"267_BTczr1TX","[""VID_20231130_205047.mp4""]",0,0.34,"{""TEMPORAL-SEGMENTS"":""1""}"
"267_Co45hwkW","[""VID_20231130_205047.mp4""]",0.34,1.68,"{""TEMPORAL-SEGMENTS"":""6""}"
"267_WCPXQnkA","[""VID_20231130_205047.mp4""]",1.68,1.844,"{""TEMPORAL-SEGMENTS"":""1""}"
"268_btXXhic1","[""VID_20231130_205055.mp4""]",0,0.24,"{""TEMPORAL-SEGMENTS"":""1""}"
"268_NFnBu58V","[""VID_20231130_205055.mp4""]",0.24,1.44,"{""TEMPORAL-SEGMENTS"":""6""}"
"268_m27uKOyZ","[""VID_20231130_205055.mp4""]",1.44,2.048,"{""TEMPORAL-SEGMENTS"":""1""}"
"269_zEcWYUly","[""VID_20231130_205100.mp4""]",0,1.66,"{""TEMPORAL-SEGMENTS"":""6""}"
"270_ZbkGtNO8","[""VID_20231130_205106.mp4""]",0,0.48,"{""TEMPORAL-SEGMENTS"":""1""}"
"270_pmjURam3","[""VID_20231130_205106.mp4""]",0.48,1.82,"{""TEMPORAL-SEGMENTS"":""6""}"
"270_frrDMWKW","[""VID_20231130_205106.mp4""]",1.82,2.133,"{""TEMPORAL-SEGMENTS"":""1""}"
"271_iLkEcqU0","[""VID_20231130_205112.mp4""]",0,1.86,"{""TEMPORAL-SEGMENTS"":""6""}"
"272_aCMa9GqQ","[""VID_20231130_205132.mp4""]",0,0.28,"{""TEMPORAL-SEGMENTS"":""1""}"
